"37.7658","-122.3978","2016-06-26T11:00","CO","0.36","PPM"
"37.7658","-122.3978","2016-06-26T12:00","PM2.5","10.6","UG/M3"
"37.7658","-122.3978","2016-06-26T12:00","OZONE","24.0","PPB"
"37.7658","-122.3978","2016-06-26T12:00","NO2","3.0","PPB"
"37.7658","-122.3978","2016-06-26T12:00","CO","0.37","PPM"
"37.7658","-122.3978","2016-06-26T13:00","PM2.5","10.7","UG/M3"
"37.7658","-122.3978","2016-06-26T13:00","OZONE","23.0","PPB"
"37.7658","-122.3978","2016-06-26T13:00","NO2","3.0","PPB"
"37.7658","-122.3978","2016-06-26T13:00","CO","0.38","PPM"
"37.7658","-122.3978","2016-06-26T14:00","PM2.5","10.6","UG/M3"
"37.7658","-122.3978","2016-06-26T14:00","OZONE","23.0","PPB"
"37.7658","-122.3978","2016-06-26T14:00","NO2","4.0","PPB"
"37.7658","-122.3978","2016-06-26T14:00","CO","0.38","PPM"
"37.7658","-122.3978","2016-06-26T15:00","PM2.5","10.4","UG/M3"
